#
#    Name:  cp936_GBK (Extended GB) to Unicode table
#    Unicode version: 2.0
#    Table version: 2.00
#    Table format:  Format A
#    Date:          04/24/96
#    Authors:       Lori Brownell <loribr@microsoft.com>
#                   K.D. Chang    <a-kchang@microsoft.com>
#    General notes: none
#
#    Format: Three tab-separated columns
#        Column #1 is the GBK code (in hex as 0xXXXX)
#        Column #2 is the Unicode (in hex as 0xXXXX)
#        Column #3 is the Unicode name (follows a comment sign, '#')
#
#    The entries are in GBK order
#
0x00	0x0000	#NULL
0xC799	0x83E3	#<CJK>
0xC79A	0x83E4	#<CJK>
0xC79B	0x83E6	#<CJK>
0xC79C	0x83E7	#<CJK>
0xC79D	0x83E8	#<CJK>
0xC79E	0x83EB	#<CJK>
0xC79F	0x83EC	#<CJK>
0xC7A0	0x83ED	#<CJK>
0xC7A1	0x6070	#<CJK>
0xC7A2	0x6D3D	#<CJK>
0xC7A3	0x7275	#<CJK>
0xC7A4	0x6266	#<CJK>
0xC7A5	0x948E	#<CJK>
0xC7A6	0x94C5	#<CJK>
0xC7A7	0x5343	#<CJK>
0xC7A8	0x8FC1	#<CJK>
0xC7A9	0x7B7E	#<CJK>
0xC7AA	0x4EDF	#<CJK>
0xC7AB	0x8C26	#<CJK>
0xC7AC	0x4E7E	#<CJK>
0xC7AD	0x9ED4	#<CJK>
0xC7AE	0x94B1	#<CJK>
0xC7AF	0x94B3	#<CJK>
0xC7B0	0x524D	#<CJK>
0xC7B1	0x6F5C	#<CJK>
0xC7B2	0x9063	#<CJK>
0xC7B3	0x6D45	#<CJK>
0xC7B4	0x8C34	#<CJK>
0xC7B5	0x5811	#<CJK>
0xC7B6	0x5D4C	#<CJK>
0xC7B7	0x6B20	#<CJK>
0xC7B8	0x6B49	#<CJK>
0xC7B9	0x67AA	#<CJK>
0xC7BA	0x545B	#<CJK>
0xC7BB	0x8154	#<CJK>
0xC7BC	0x7F8C	#<CJK>
0xC7BD	0x5899	#<CJK>
0xC7BE	0x8537	#<CJK>
0xC7BF	0x5F3A	#<CJK>
0xC7C0	0x62A2	#<CJK>
0xC7C1	0x6A47	#<CJK>
0xC7C2	0x9539	#<CJK>
0xC7C3	0x6572	#<CJK>
0xC7C4	0x6084	#<CJK>
0xC7C5	0x6865	#<CJK>
0xC7C6	0x77A7	#<CJK>
0xC7C7	0x4E54	#<CJK>
0xC7C8	0x4FA8	#<CJK>
0xC7C9	0x5DE7	#<CJK>
0xC7CA	0x9798	#<CJK>
0xC7CB	0x64AC	#<CJK>
0xC7CC	0x7FD8	#<CJK>
0xC7CD	0x5CED	#<CJK>
0xC7CE	0x4FCF	#<CJK>
0xC7CF	0x7A8D	#<CJK>
0xC7D0	0x5207	#<CJK>
0xC7D1	0x8304	#<CJK>
0xC7D2	0x4E14	#<CJK>
0xC7D3	0x602F	#<CJK>
0xC7D4	0x7A83	#<CJK>
0xC7D5	0x94A6	#<CJK>
0xC7D6	0x4FB5	#<CJK>
0xC7D7	0x4EB2	#<CJK>
0xC7D8	0x79E6	#<CJK>
0xC7D9	0x7434	#<CJK>
0xC7DA	0x52E4	#<CJK>
0xC7DB	0x82B9	#<CJK>
0xC7DC	0x64D2	#<CJK>
0xC7DD	0x79BD	#<CJK>
0xC7DE	0x5BDD	#<CJK>
0xC7DF	0x6C81	#<CJK>
0xC7E0	0x9752	#<CJK>
0xC7E1	0x8F7B	#<CJK>
0xC7E2	0x6C22	#<CJK>
0xC7E3	0x503E	#<CJK>
0xC7E4	0x537F	#<CJK>
0xC7E5	0x6E05	#<CJK>
0xC7E6	0x64CE	#<CJK>
0xC7E7	0x6674	#<CJK>
0xC7E8	0x6C30	#<CJK>
0xC7E9	0x60C5	#<CJK>
0xC7EA	0x9877	#<CJK>
0xC7EB	0x8BF7	#<CJK>
0xC7EC	0x5E86	#<CJK>
0xC7ED	0x743C	#<CJK>
0xC7EE	0x7A77	#<CJK>
0xC7EF	0x79CB	#<CJK>
0xC7F0	0x4E18	#<CJK>
0xC7F1	0x90B1	#<CJK>
0xC7F2	0x7403	#<CJK>
0xC7F3	0x6C42	#<CJK>
0xC7F4	0x56DA	#<CJK>
0xC7F5	0x914B	#<CJK>
0xC7F6	0x6CC5	#<CJK>
0xC7F7	0x8D8B	#<CJK>
0xC7F8	0x533A	#<CJK>
0xC7F9	0x86C6	#<CJK>
0xC7FA	0x66F2	#<CJK>
0xC7FB	0x8EAF	#<CJK>
0xC7FC	0x5C48	#<CJK>
0xC7FD	0x9A71	#<CJK>
0xC7FE	0x6E20	#<CJK>
0xC840	0x83EE	#<CJK>
0xC841	0x83EF	#<CJK>
0xC842	0x83F3	#<CJK>
0xC843	0x83F4	#<CJK>
0xC844	0x83F5	#<CJK>
0xC845	0x83F6	#<CJK>
0xC846	0x83F7	#<CJK>
0xC847	0x83FA	#<CJK>
0xC848	0x83FB	#<CJK>
0xC849	0x83FC	#<CJK>
0xC84A	0x83FE	#<CJK>
0xC84B	0x83FF	#<CJK>
0xC84C	0x8400	#<CJK>
0xC84D	0x8402	#<CJK>
0xC84E	0x8405	#<CJK>
0xC84F	0x8407	#<CJK>
0xC850	0x8408	#<CJK>
0xC851	0x8409	#<CJK>
0xC852	0x840A	#<CJK>
0xC853	0x8410	#<CJK>
0xC854	0x8412	#<CJK>
0xC855	0x8413	#<CJK>
0xC856	0x8414	#<CJK>
0xC857	0x8415	#<CJK>
0xC858	0x8416	#<CJK>
0xC859	0x8417	#<CJK>
0xC85A	0x8419	#<CJK>
0xC85B	0x841A	#<CJK>
0xC85C	0x841B	#<CJK>
0xC85D	0x841E	#<CJK>
0xC85E	0x841F	#<CJK>
0xC85F	0x8420	#<CJK>
0xC860	0x8421	#<CJK>
0xC861	0x8422	#<CJK>
0xC862	0x8423	#<CJK>
0xC863	0x8429	#<CJK>
0xC864	0x842A	#<CJK>
0xC865	0x842B	#<CJK>
0xC866	0x842C	#<CJK>
0xC867	0x842D	#<CJK>
0xC868	0x842E	#<CJK>
0xC869	0x842F	#<CJK>
0xC86A	0x8430	#<CJK>
0xC86B	0x8432	#<CJK>
0xC86C	0x8433	#<CJK>
0xC86D	0x8434	#<CJK>
0xC86E	0x8435	#<CJK>
0xC86F	0x8436	#<CJK>
0xC870	0x8437	#<CJK>
0xC871	0x8439	#<CJK>
0xC872	0x843A	#<CJK>
0xC873	0x843B	#<CJK>
0xC874	0x843E	#<CJK>
0xC875	0x843F	#<CJK>
0xC876	0x8440	#<CJK>
0xC877	0x8441	#<CJK>
0xC878	0x8442	#<CJK>
0xC879	0x8443	#<CJK>
0xC87A	0x8444	#<CJK>
0xC87B	0x8445	#<CJK>
0xC87C	0x8447	#<CJK>
0xC87D	0x8448	#<CJK>
0xC87E	0x8449	#<CJK>
0xC880	0x844A	#<CJK>
0xC881	0x844B	#<CJK>
0xC882	0x844C	#<CJK>
0xC883	0x844D	#<CJK>
0xC884	0x844E	#<CJK>
0xC885	0x844F	#<CJK>
0xC886	0x8450	#<CJK>
0xC887	0x8452	#<CJK>
0xC888	0x8453	#<CJK>
0xC889	0x8454	#<CJK>
0xC88A	0x8455	#<CJK>
0xC88B	0x8456	#<CJK>
0xC88C	0x8458	#<CJK>
0xC88D	0x845D	#<CJK>
0xC88E	0x845E	#<CJK>
0xC88F	0x845F	#<CJK>
0xC890	0x8460	#<CJK>
0xC891	0x8462	#<CJK>
0xC892	0x8464	#<CJK>
0xC893	0x8465	#<CJK>
0xC894	0x8466	#<CJK>
0xC895	0x8467	#<CJK>
0xC896	0x8468	#<CJK>
0xC897	0x846A	#<CJK>
0xC898	0x846E	#<CJK>
0xC899	0x846F	#<CJK>
0xC89A	0x8470	#<CJK>
0xC89B	0x8472	#<CJK>
0xC89C	0x8474	#<CJK>
0xC89D	0x8477	#<CJK>
0xC89E	0x8479	#<CJK>
0xC89F	0x847B	#<CJK>
0xC8A0	0x847C	#<CJK>
0xC8A1	0x53D6	#<CJK>
0xC8A2	0x5A36	#<CJK>
0xC8A3	0x9F8B	#<CJK>
0xC8A4	0x8DA3	#<CJK>
0xC8A5	0x53BB	#<CJK>
0xC8A6	0x5708	#<CJK>
0xC8A7	0x98A7	#<CJK>
0xC8A8	0x6743	#<CJK>
0xC8A9	0x919B	#<CJK>
0xC8AA	0x6CC9	#<CJK>
0xC8AB	0x5168	#<CJK>
0xC8AC	0x75CA	#<CJK>
0xC8AD	0x62F3	#<CJK>
0xC8AE	0x72AC	#<CJK>
0xC8AF	0x5238	#<CJK>
0xC8B0	0x529D	#<CJK>
0xC8B1	0x7F3A	#<CJK>
0xC8B2	0x7094	#<CJK>
0xC8B3	0x7638	#<CJK>
0xC8B4	0x5374	#<CJK>
0xC8B5	0x9E4A	#<CJK>
0xC8B6	0x69B7	#<CJK>
0xC8B7	0x786E	#<CJK>
0xC8B8	0x96C0	#<CJK>
0xC8B9	0x88D9	#<CJK>
0xC8BA	0x7FA4	#<CJK>
0xC8BB	0x7136	#<CJK>
0xC8BC	0x71C3	#<CJK>
0xC8BD	0x5189	#<CJK>
0xC8BE	0x67D3	#<CJK>
0xC8BF	0x74E4	#<CJK>
0xC8C0	0x58E4	#<CJK>
0xC8C1	0x6518	#<CJK>
0xC8C2	0x56B7	#<CJK>
0xC8C3	0x8BA9	#<CJK>
0xC8C4	0x9976	#<CJK>
0xC8C5	0x6270	#<CJK>
0xC8C6	0x7ED5	#<CJK>
0xC8C7	0x60F9	#<CJK>
0xC8C8	0x70ED	#<CJK>
0xC8C9	0x58EC	#<CJK>
0xC8CA	0x4EC1	#<CJK>
0xC8CB	0x4EBA	#<CJK>
0xC8CC	0x5FCD	#<CJK>
0xC8CD	0x97E7	#<CJK>
0xC8CE	0x4EFB	#<CJK>
0xC8CF	0x8BA4	#<CJK>
0xC8D0	0x5203	#<CJK>
0xC8D1	0x598A	#<CJK>
0xC8D2	0x7EAB	#<CJK>
0xC8D3	0x6254	#<CJK>
0xC8D4	0x4ECD	#<CJK>
0xC8D5	0x65E5	#<CJK>
0xC8D6	0x620E	#<CJK>
0xC8D7	0x8338	#<CJK>
0xC8D8	0x84C9	#<CJK>
0xC8D9	0x8363	#<CJK>
0xC8DA	0x878D	#<CJK>
0xC8DB	0x7194	#<CJK>
0xC8DC	0x6EB6	#<CJK>
0xC8DD	0x5BB9	#<CJK>
0xC8DE	0x7ED2	#<CJK>
0xC8DF	0x5197	#<CJK>
0xC8E0	0x63C9	#<CJK>
0xC8E1	0x67D4	#<CJK>
0xC8E2	0x8089	#<CJK>
0xC8E3	0x8339	#<CJK>
0xC8E4	0x8815	#<CJK>
0xC8E5	0x5112	#<CJK>
0xC8E6	0x5B7A	#<CJK>
0xC8E7	0x5982	#<CJK>
0xC8E8	0x8FB1	#<CJK>
0xC8E9	0x4E73	#<CJK>
0xC8EA	0x6C5D	#<CJK>
0xC8EB	0x5165	#<CJK>
0xC8EC	0x8925	#<CJK>
0xC8ED	0x8F6F	#<CJK>
0xC8EE	0x962E	#<CJK>
0xC8EF	0x854A	#<CJK>
0xC8F0	0x745E	#<CJK>
0xC8F1	0x9510	#<CJK>
0xC8F2	0x95F0	#<CJK>
0xC8F3	0x6DA6	#<CJK>
0xC8F4	0x82E5	#<CJK>
0xC8F5	0x5F31	#<CJK>
0xC8F6	0x6492	#<CJK>
0xC8F7	0x6D12	#<CJK>
0xC8F8	0x8428	#<CJK>
0xC8F9	0x816E	#<CJK>
0xC8FA	0x9CC3	#<CJK>
0xC8FB	0x585E	#<CJK>
0xC8FC	0x8D5B	#<CJK>
0xC8FD	0x4E09	#<CJK>
0xC8FE	0x53C1	#<CJK>
0xC940	0x847D	#<CJK>
0xC941	0x847E	#<CJK>
0xC942	0x847F	#<CJK>
0xC943	0x8480	#<CJK>
0xC944	0x8481	#<CJK>
0xC945	0x8483	#<CJK>
0xC946	0x8484	#<CJK>
0xC947	0x8485	#<CJK>
0xC948	0x8486	#<CJK>
0xC949	0x848A	#<CJK>
0xC94A	0x848D	#<CJK>
0xC94B	0x848F	#<CJK>
0xC94C	0x8490	#<CJK>
0xC94D	0x8491	#<CJK>
0xC94E	0x8492	#<CJK>
0xC94F	0x8493	#<CJK>
0xC950	0x8494	#<CJK>
0xC951	0x8495	#<CJK>
0xC952	0x8496	#<CJK>
0xC953	0x8498	#<CJK>
0xC954	0x849A	#<CJK>
0xC955	0x849B	#<CJK>
0xC956	0x849D	#<CJK>
0xC957	0x849E	#<CJK>
0xC958	0x849F	#<CJK>
0xC959	0x84A0	#<CJK>
0xC95A	0x84A2	#<CJK>
0xC95B	0x84A3	#<CJK>
0xC95C	0x84A4	#<CJK>
0xC95D	0x84A5	#<CJK>
0xC95E	0x84A6	#<CJK>
0xC95F	0x84A7	#<CJK>
0xC960	0x84A8	#<CJK>
0xC961	0x84A9	#<CJK>
0xC962	0x84AA	#<CJK>
0xC963	0x84AB	#<CJK>
0xC964	0x84AC	#<CJK>
0xC965	0x84AD	#<CJK>
0xC966	0x84AE	#<CJK>
0xC967	0x84B0	#<CJK>
0xC968	0x84B1	#<CJK>
0xC969	0x84B3	#<CJK>
0xC96A	0x84B5	#<CJK>
0xC96B	0x84B6	#<CJK>
0xC96C	0x84B7	#<CJK>
0xC96D	0x84BB	#<CJK>
0xC96E	0x84BC	#<CJK>
0xC96F	0x84BE	#<CJK>
0xC970	0x84C0	#<CJK>
0xC971	0x84C2	#<CJK>
0xC972	0x84C3	#<CJK>
0xC973	0x84C5	#<CJK>
0xC974	0x84C6	#<CJK>
0xC975	0x84C7	#<CJK>
0xC976	0x84C8	#<CJK>
0xC977	0x84CB	#<CJK>
0xC978	0x84CC	#<CJK>
0xC979	0x84CE	#<CJK>
0xC97A	0x84CF	#<CJK>
0xC97B	0x84D2	#<CJK>
0xC97C	0x84D4	#<CJK>
0xC97D	0x84D5	#<CJK>
0xC97E	0x84D7	#<CJK>
0xC980	0x84D8	#<CJK>
0xC981	0x84D9	#<CJK>
0xC982	0x84DA	#<CJK>
0xC983	0x84DB	#<CJK>
0xC984	0x84DC	#<CJK>
0xC985	0x84DE	#<CJK>
0xC986	0x84E1	#<CJK>
0xC987	0x84E2	#<CJK>
0xC988	0x84E4	#<CJK>
0xC989	0x84E7	#<CJK>
0xC98A	0x84E8	#<CJK>
0xC98B	0x84E9	#<CJK>
0xC98C	0x84EA	#<CJK>
0xC98D	0x84EB	#<CJK>
0xC98E	0x84ED	#<CJK>
0xC98F	0x84EE	#<CJK>
0xC990	0x84EF	#<CJK>
0xC991	0x84F1	#<CJK>
0xC992	0x84F2	#<CJK>
0xC993	0x84F3	#<CJK>
0xC994	0x84F4	#<CJK>
0xC995	0x84F5	#<CJK>
0xC996	0x84F6	#<CJK>
0xC997	0x84F7	#<CJK>
0xC998	0x84F8	#<CJK>
0xC999	0x84F9	#<CJK>
0xC99A	0x84FA	#<CJK>
0xC99B	0x84FB	#<CJK>
0xC99C	0x84FD	#<CJK>
0xC99D	0x84FE	#<CJK>
0xC99E	0x8500	#<CJK>
0xC99F	0x8501	#<CJK>
0xC9A0	0x8502	#<CJK>
0xC9A1	0x4F1E	#<CJK>
0xC9A2	0x6563	#<CJK>
0xC9A3	0x6851	#<CJK>
0xC9A4	0x55D3	#<CJK>
0xC9A5	0x4E27	#<CJK>
0xC9A6	0x6414	#<CJK>
0xC9A7	0x9A9A	#<CJK>
0xC9A8	0x626B	#<CJK>
0xC9A9	0x5AC2	#<CJK>
0xC9AA	0x745F	#<CJK>
0xC9AB	0x8272	#<CJK>
0xC9AC	0x6DA9	#<CJK>
0xC9AD	0x68EE	#<CJK>
0xC9AE	0x50E7	#<CJK>
0xC9AF	0x838E	#<CJK>
0xC9B0	0x7802	#<CJK>
0xC9B1	0x6740	#<CJK>
0xC9B2	0x5239	#<CJK>
0xC9B3	0x6C99	#<CJK>
0xC9B4	0x7EB1	#<CJK>
0xC9B5	0x50BB	#<CJK>
0xC9B6	0x5565	#<CJK>
0xC9B7	0x715E	#<CJK>
0xC9B8	0x7B5B	#<CJK>
0xC9B9	0x6652	#<CJK>
0xC9BA	0x73CA	#<CJK>
0xC9BB	0x82EB	#<CJK>
0xC9BC	0x6749	#<CJK>
0xC9BD	0x5C71	#<CJK>
0xC9BE	0x5220	#<CJK>
0xC9BF	0x717D	#<CJK>
0xC9C0	0x886B	#<CJK>
0xC9C1	0x95EA	#<CJK>
0xC9C2	0x9655	#<CJK>
0xC9C3	0x64C5	#<CJK>
0xC9C4	0x8D61	#<CJK>
0xC9C5	0x81B3	#<CJK>
0xC9C6	0x5584	#<CJK>
0xC9C7	0x6C55	#<CJK>
0xC9C8	0x6247	#<CJK>
0xC9C9	0x7F2E	#<CJK>
0xC9CA	0x5892	#<CJK>
0xC9CB	0x4F24	#<CJK>
0xC9CC	0x5546	#<CJK>
0xC9CD	0x8D4F	#<CJK>
0xC9CE	0x664C	#<CJK>
0xC9CF	0x4E0A	#<CJK>
0xC9D0	0x5C1A	#<CJK>
0xC9D1	0x88F3	#<CJK>
0xC9D2	0x68A2	#<CJK>
0xC9D3	0x634E	#<CJK>
0xC9D4	0x7A0D	#<CJK>
0xC9D5	0x70E7	#<CJK>
0xC9D6	0x828D	#<CJK>
0xC9D7	0x52FA	#<CJK>
0xC9D8	0x97F6	#<CJK>
0xC9D9	0x5C11	#<CJK>
0xC9DA	0x54E8	#<CJK>
0xC9DB	0x90B5	#<CJK>
0xC9DC	0x7ECD	#<CJK>
0xC9DD	0x5962	#<CJK>
0xC9DE	0x8D4A	#<CJK>
0xC9DF	0x86C7	#<CJK>
0xC9E0	0x820C	#<CJK>
0xC9E1	0x820D	#<CJK>
0xC9E2	0x8D66	#<CJK>
0xC9E3	0x6444	#<CJK>
0xC9E4	0x5C04	#<CJK>
0xC9E5	0x6151	#<CJK>
0xC9E6	0x6D89	#<CJK>
0xC9E7	0x793E	#<CJK>
0xC9E8	0x8BBE	#<CJK>
0xC9E9	0x7837	#<CJK>
0xC9EA	0x7533	#<CJK>
0xC9EB	0x547B	#<CJK>
0xC9EC	0x4F38	#<CJK>
0xC9ED	0x8EAB	#<CJK>
0xC9EE	0x6DF1	#<CJK>
0xC9EF	0x5A20	#<CJK>
0xC9F0	0x7EC5	#<CJK>
0xC9F1	0x795E	#<CJK>
0xC9F2	0x6C88	#<CJK>
0xC9F3	0x5BA1	#<CJK>
0xC9F4	0x5A76	#<CJK>
0xC9F5	0x751A	#<CJK>
0xC9F6	0x80BE	#<CJK>
0xC9F7	0x614E	#<CJK>
0xC9F8	0x6E17	#<CJK>
0xC9F9	0x58F0	#<CJK>
0xC9FA	0x751F	#<CJK>
0xC9FB	0x7525	#<CJK>
0xC9FC	0x7272	#<CJK>
0xC9FD	0x5347	#<CJK>
0xC9FE	0x7EF3	#<CJK>
0xCA40	0x8503	#<CJK>
0xCA41	0x8504	#<CJK>
0xCA42	0x8505	#<CJK>
0xCA43	0x8506	#<CJK>
0xCA44	0x8507	#<CJK>
0xCA45	0x8508	#<CJK>
0xCA46	0x8509	#<CJK>
0xCA47	0x850A	#<CJK>
0xCA48	0x850B	#<CJK>
0xCA49	0x850D	#<CJK>
0xCA4A	0x850E	#<CJK>
0xCA4B	0x850F	#<CJK>
0xCA4C	0x8510	#<CJK>
0xCA4D	0x8512	#<CJK>
0xCA4E	0x8514	#<CJK>
0xCA4F	0x8515	#<CJK>
0xCA50	0x8516	#<CJK>
0xCA51	0x8518	#<CJK>
0xCA52	0x8519	#<CJK>
0xCA53	0x851B	#<CJK>
0xCA54	0x851C	#<CJK>
0xCA55	0x851D	#<CJK>
0xCA56	0x851E	#<CJK>
0xCA57	0x8520	#<CJK>
0xCA58	0x8522	#<CJK>
0xCA59	0x8523	#<CJK>
0xCA5A	0x8524	#<CJK>
0xCA5B	0x8525	#<CJK>
0xCA5C	0x8526	#<CJK>
0xCA5D	0x8527	#<CJK>
0xCA5E	0x8528	#<CJK>
0xCA5F	0x8529	#<CJK>
0xCA60	0x852A	#<CJK>
0xCA61	0x852D	#<CJK>
0xCA62	0x852E	#<CJK>
0xCA63	0x852F	#<CJK>
0xCA64	0x8530	#<CJK>
0xCA65	0x8531	#<CJK>
0xCA66	0x8532	#<CJK>
0xCA67	0x8533	#<CJK>
0xCA68	0x8534	#<CJK>
0xCA69	0x8535	#<CJK>
0xCA6A	0x8536	#<CJK>
0xCA6B	0x853E	#<CJK>
0xCA6C	0x853F	#<CJK>
0xCA6D	0x8540	#<CJK>
0xCA6E	0x8541	#<CJK>
0xCA6F	0x8542	#<CJK>
0xCA70	0x8544	#<CJK>
0xCA71	0x8545	#<CJK>
0xCA72	0x8546	#<CJK>
0xCA73	0x8547	#<CJK>
0xCA74	0x854B	#<CJK>
0xCA75	0x854C	#<CJK>
0xCA76	0x854D	#<CJK>
0xCA77	0x854E	#<CJK>
0xCA78	0x854F	#<CJK>
0xCA79	0x8550	#<CJK>
0xCA7A	0x8551	#<CJK>
0xCA7B	0x8552	#<CJK>
0xCA7C	0x8553	#<CJK>
0xCA7D	0x8554	#<CJK>
0xCA7E	0x8555	#<CJK>
0xCA80	0x8557	#<CJK>
0xCA81	0x8558	#<CJK>
0xCA82	0x855A	#<CJK>
0xCA83	0x855B	#<CJK>
0xCA84	0x855C	#<CJK>
0xCA85	0x855D	#<CJK>
0xCA86	0x855F	#<CJK>
0xCA87	0x8560	#<CJK>
0xCA88	0x8561	#<CJK>
0xCA89	0x8562	#<CJK>
0xCA8A	0x8563	#<CJK>
0xCA8B	0x8565	#<CJK>
0xCA8C	0x8566	#<CJK>
0xCA8D	0x8567	#<CJK>
0xCA8E	0x8569	#<CJK>
0xCA8F	0x856A	#<CJK>
0xCA90	0x856B	#<CJK>
0xCA91	0x856C	#<CJK>
0xCA92	0x856D	#<CJK>
0xCA93	0x856E	#<CJK>
0xCA94	0x856F	#<CJK>
0xCA95	0x8570	#<CJK>
0xCA96	0x8571	#<CJK>
0xCA97	0x8573	#<CJK>
0xCA98	0x8575	#<CJK>
0xCA99	0x8576	#<CJK>
0xCA9A	0x8577	#<CJK>
0xCA9B	0x8578	#<CJK>
0xCA9C	0x857C	#<CJK>
0xCA9D	0x857D	#<CJK>
0xCA9E	0x857F	#<CJK>
0xCA9F	0x8580	#<CJK>
0xCAA0	0x8581	#<CJK>
0xCAA1	0x7701	#<CJK>
0xCAA2	0x76DB	#<CJK>
0xCAA3	0x5269	#<CJK>
0xCAA4	0x80DC	#<CJK>
0xCAA5	0x5723	#<CJK>
0xCAA6	0x5E08	#<CJK>
0xCAA7	0x5931	#<CJK>
0xCAA8	0x72EE	#<CJK>
0xCAA9	0x65BD	#<CJK>
0xCAAA	0x6E7F	#<CJK>
0xCAAB	0x8BD7	#<CJK>
0xCAAC	0x5C38	#<CJK>
0xCAAD	0x8671	#<CJK>
0xCAAE	0x5341	#<CJK>
0xCAAF	0x77F3	#<CJK>
0xCAB0	0x62FE	#<CJK>
0xCAB1	0x65F6	#<CJK>
0xCAB2	0x4EC0	#<CJK>
0xCAB3	0x98DF	#<CJK>
0xCAB4	0x8680	#<CJK>
0xCAB5	0x5B9E	#<CJK>
0xCAB6	0x8BC6	#<CJK>
0xCAB7	0x53F2	#<CJK>
0xCAB8	0x77E2	#<CJK>
0xCAB9	0x4F7F	#<CJK>
0xCABA	0x5C4E	#<CJK>
0xCABB	0x9A76	#<CJK>
0xCABC	0x59CB	#<CJK>
0xCABD	0x5F0F	#<CJK>
0xCABE	0x793A	#<CJK>
0xCABF	0x58EB	#<CJK>
0xCAC0	0x4E16	#<CJK>
0xCAC1	0x67FF	#<CJK>
0xCAC2	0x4E8B	#<CJK>
0xCAC3	0x62ED	#<CJK>
0xCAC4	0x8A93	#<CJK>
0xCAC5	0x901D	#<CJK>
0xCAC6	0x52BF	#<CJK>
0xCAC7	0x662F	#<CJK>
0xCAC8	0x55DC	#<CJK>
0xCAC9	0x566C	#<CJK>
0xCACA	0x9002	#<CJK>
0xCACB	0x4ED5	#<CJK>
0xCACC	0x4F8D	#<CJK>
0xCACD	0x91CA	#<CJK>
0xCACE	0x9970	#<CJK>
0xCACF	0x6C0F	#<CJK>
0xCAD0	0x5E02	#<CJK>
0xCAD1	0x6043	#<CJK>
0xCAD2	0x5BA4	#<CJK>
0xCAD3	0x89C6	#<CJK>
0xCAD4	0x8BD5	#<CJK>
0xCAD5	0x6536	#<CJK>
0xCAD6	0x624B	#<CJK>
0xCAD7	0x9996	#<CJK>
0xCAD8	0x5B88	#<CJK>
0xCAD9	0x5BFF	#<CJK>
0xCADA	0x6388	#<CJK>
0xCADB	0x552E	#<CJK>
0xCADC	0x53D7	#<CJK>
0xCADD	0x7626	#<CJK>
0xCADE	0x517D	#<CJK>
0xCADF	0x852C	#<CJK>
0xCAE0	0x67A2	#<CJK>
0xCAE1	0x68B3	#<CJK>
0xCAE2	0x6B8A	#<CJK>
0xCAE3	0x6292	#<CJK>
0xCAE4	0x8F93	#<CJK>
0xCAE5	0x53D4	#<CJK>
0xCAE6	0x8212	#<CJK>
0xCAE7	0x6DD1	#<CJK>
0xCAE8	0x758F	#<CJK>
0xCAE9	0x4E66	#<CJK>
0xCAEA	0x8D4E	#<CJK>
0xCAEB	0x5B70	#<CJK>
0xCAEC	0x719F	#<CJK>
0xCAED	0x85AF	#<CJK>
0xCAEE	0x6691	#<CJK>
0xCAEF	0x66D9	#<CJK>
0xCAF0	0x7F72	#<CJK>
0xCAF1	0x8700	#<CJK>
0xCAF2	0x9ECD	#<CJK>
0xCAF3	0x9F20	#<CJK>
0xCAF4	0x5C5E	#<CJK>
0xCAF5	0x672F	#<CJK>
0xCAF6	0x8FF0	#<CJK>
0xCAF7	0x6811	#<CJK>
0xCAF8	0x675F	#<CJK>
0xCAF9	0x620D	#<CJK>
0xCAFA	0x7AD6	#<CJK>
0xCAFB	0x5885	#<CJK>
0xCAFC	0x5EB6	#<CJK>
0xCAFD	0x6570	#<CJK>
0xCAFE	0x6F31	#<CJK>
0xCB40	0x8582	#<CJK>
0xCB41	0x8583	#<CJK>
0xCB42	0x8586	#<CJK>
0xCB43	0x8588	#<CJK>
0xCB44	0x8589	#<CJK>
0xCB45	0x858A	#<CJK>
0xCB46	0x858B	#<CJK>
0xCB47	0x858C	#<CJK>
0xCB48	0x858D	#<CJK>
0xCB49	0x858E	#<CJK>
0xCB4A	0x8590	#<CJK>
0xCB4B	0x8591	#<CJK>
0xCB4C	0x8592	#<CJK>
0xCB4D	0x8593	#<CJK>
0xCB4E	0x8594	#<CJK>
0xCB4F	0x8595	#<CJK>
0xCB50	0x8596	#<CJK>
0xCB51	0x8597	#<CJK>
0xCB52	0x8598	#<CJK>
0xCB53	0x8599	#<CJK>
0xCB54	0x859A	#<CJK>
0xCB55	0x859D	#<CJK>
0xCB56	0x859E	#<CJK>
0xCB57	0x859F	#<CJK>
0xCB58	0x85A0	#<CJK>
0xCB59	0x85A1	#<CJK>
0xCB5A	0x85A2	#<CJK>
0xCB5B	0x85A3	#<CJK>
0xCB5C	0x85A5	#<CJK>
0xCB5D	0x85A6	#<CJK>
0xCB5E	0x85A7	#<CJK>
0xCB5F	0x85A9	#<CJK>
0xCB60	0x85AB	#<CJK>
0xCB61	0x85AC	#<CJK>
0xCB62	0x85AD	#<CJK>
0xCB63	0x85B1	#<CJK>
0xCB64	0x85B2	#<CJK>
0xCB65	0x85B3	#<CJK>
0xCB66	0x85B4	#<CJK>
0xCB67	0x85B5	#<CJK>
0xCB68	0x85B6	#<CJK>
0xCB69	0x85B8	#<CJK>
0xCB6A	0x85BA	#<CJK>
0xCB6B	0x85BB	#<CJK>
0xCB6C	0x85BC	#<CJK>
0xCB6D	0x85BD	#<CJK>
0xCB6E	0x85BE	#<CJK>
0xCB6F	0x85BF	#<CJK>
0xCB70	0x85C0	#<CJK>
0xCB71	0x85C2	#<CJK>
